Unnamed: 0,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude ,color
743,10/1/2004 22:20,sebastian inlet (north of),fl,,other,3,2 to 3 seconds,Posibly crashing hexagon shaped object with very bright green lights at it&#39s points.One of the points seemed to emit another greenlight,10/27/2004,27.860302,-80.447274,green
749,10/1/2005 00:00,oak forest,il,us,circle,3600,1 hour,At approximitly 0:00 I spotted three red circular lights in the western skies over Oak Forest&#44 IL.  The three large red light seemed mo,10/11/2005,41.6027778,-87.7438889,red
750,10/1/2005 00:30,oak forest,il,us,light,3600,hour,I saw the three red lights in the sky over Oak Forest Illinois. They flashed like beacons. This happened around 12:30am,10/11/2005,41.6027778,-87.7438889,red
751,10/1/2005 00:40,orland park,il,us,diamond,2700,45 min,3 red lights hovering in the northeast sky,10/11/2005,41.6302778,-87.8538889,red
752,10/1/2005 00:53,tinley park,il,us,circle,1200,15-20 minutes,3 red lights over Tinley Park,10/11/2005,41.5733333,-87.7844444,red
753,10/1/2005 00:55,midlothian/posen,il,,light,900,10-15 minutes,3 pulsing red lights in triangular formation over Midlothian &amp; Posen&#44 IL...One by one they flicker out and dissappear.,10/11/2005,41.626389,-87.711667,red
757,10/1/2005 01:00,oak forest,il,us,changing,600,5-10 minutes,3 red lights altered formations and each indiviadual light disappeared at different times,10/11/2005,41.6027778,-87.7438889,red
760,10/1/2005 01:00,tinley park,il,us,circle,600,10 mins,Three red blinking dots in the sky that hoovered unlike an airplane that I know of.,10/11/2005,41.5733333,-87.7844444,red
761,10/1/2005 01:00,tinley park,il,us,circle,600,10 minutes,3 red lights in Tinley Park sky,10/11/2005,41.5733333,-87.7844444,red
763,10/1/2005 01:00,tinley park,il,us,triangle,1800,30 min +,I saw 3 red flashing/blinking  lights in sky 1:00am 10-1-05 over Tinley Park IL,10/11/2005,41.5733333,-87.7844444,red
764,10/1/2005 01:00,tinley park,il,us,triangle,900,15 mins.,saw three red glowing lights in the sky above&#44 in Tinley park Il.,10/11/2005,41.5733333,-87.7844444,red
765,10/1/2005 01:03,oak forest,il,us,light,1200,20:00 minutes,red dots seen in sky formed triangle,10/11/2005,41.6027778,-87.7438889,red
766,10/1/2005 01:08,evergreen park,il,us,light,480,8 minutes,Two red lights sitting in the sky&#44 but I couldn&#39t not make out an object.,10/11/2005,41.7205556,-87.7016667,red
770,10/1/2005 01:10,hillside,il,us,changing,7,1/2 hour,Initially observed a white dot in the northwestern sky which prompted me to obtain my binoculars to obtain a closer look. I then observ,10/11/2005,41.8777778,-87.9027778,white
772,10/1/2005 01:10,oak forest,il,us,cylinder,7200,2 hours,There were 3 red lights&#44 sometimes they were in a trianlge and than in straight line. they went away one by on. After 1:00 am,10/11/2005,41.6027778,-87.7438889,red
773,10/1/2005 01:10,oak forest,il,us,light,1800,15-30min,3 red lights over chicagoland area,10/11/2005,41.6027778,-87.7438889,red
776,10/1/2005 06:30,greenup,ky,us,circle,30,30 seconds,This has happened more than once&#33 We saw a orange circle of light moving slowly through the sky&#44 shooting about two inches to the human,10/11/2005,38.5730556,-82.8302778,orange
778,10/1/2005 09:30,albuquerque,nm,us,disk,600,10 minutes,Two blue pinpoints of light merge onto one silver disk.,10/20/2005,35.0844444,-106.6505556,blue
782,10/1/2005 18:00,west palm beach,fl,us,teardrop,60,1 min,I&#39ve seen the black teardrop/sphere/baloon too....,3/11/2006,26.7052778,-80.0366667,black
783,10/1/2005 19:00,winnamac,in,,triangle,15,15 seconds,orange triangular shape that turned on and off two times,10/11/2005,41.05143,-86.603065,orange
794,10/1/2005 23:00,tinley park,il,us,light,120,minutes,Seen over the Tinley Park&#44 IL. area. Three red lights hovering in the sky. Changed from red to green and back again.,10/11/2005,41.5733333,-87.7844444,red
795,10/1/2006 01:00,jones,mi,us,oval,5,2-5 seconds,small Smooth moving orange glowing oval,10/30/2006,41.9025000,-85.7994444,orange
796,10/1/2006 01:00,rio rancho,nm,us,oval,3,2-3 seconds,From inside my home I witnessed an oval shaped green light travel low and slow from my window. It was completely silent.,10/30/2006,35.2333333,-106.6638889,green
797,10/1/2006 01:20,bursa (turkey),,,teardrop,3,3 seconds,Bright green object in the sky,10/30/2006,40.182846,29.067084,green
798,10/1/2006 01:30,irving,tx,us,circle,2,seconds,As we was driving down Shady Grove heading west we saw a bright blue light steaking across the sky&#44 dipping in and out of the clouds be,10/30/2006,32.8138889,-96.9486111,blue
801,10/1/2006 12:30,new york city (bronx),ny,us,rectangle,120,1-2 mins,matte black glider type craft&#44 no lights&#44 no sound,1/31/2011,40.7141667,-74.0063889,black
802,10/1/2006 14:00,mt. pleasant,sc,us,circle,240,approximately 4 minutes,A ball of white light hovered in the afternoon sky&#44 vanishing and reappearing 3 times&#44 before finally vanishing for good.,10/30/2006,32.7938889,-79.8627778,white
804,10/1/2006 15:05,thompson,mo,us,cigar,3600,1 hour,MISSOURI INVESTIGATORS GROUP Report:  I saw glowing green lights in the sky at night and 5 objects in the sky during sunset..,12/12/2009,39.1886111,-91.9827778,green
813,10/1/2006 20:19,orchards,wa,us,fireball,1,1 second,Sun 10/01/2006 8:19 pm PST Metiorite descending slowly and decellerating. Left a trail of green and yellow sparks. At N80&#176;E from Orchar,10/30/2006,45.6666667,-122.5597222,green
814,10/1/2006 20:24,pullman,wa,us,circle,1,less than 1 second,Bright blue explosion followed by blue shooting object over Pullman&#44 WA,10/30/2006,46.7313889,-117.1786111,blue
815,10/1/2006 20:34,seattle,wa,us,teardrop,12,12 seconds,Very large yellow teardrop-shaped disk or meteor dropping several or many miles East of Seattle&#44 Washington - watched for 12-14 seconds,10/30/2006,47.6063889,-122.3308333,yellow
820,10/1/2006 21:35,tin cup,co,,changing,10,10 seconds,Four tightly packed objects glowing green moving at 150 mph 1/4 mile away spread out  equally spaced within 2 seconds.,10/30/2006,37.963699,-104.838261,green
824,10/1/2006 23:00,cuchara,co,us,,60,60 seconds,There appeared to be about six very very bright glowing white ball shaped objects.,10/30/2006,37.3791667,-105.0997222,white
829,10/1/2006 23:15,canon city,co,us,light,240,1 1/4 minutes,Large bright light with aura&#44 &quot;fireworks&quot; features&#44 then several distinct white lights,10/30/2006,38.4000000,-105.2166667,white
830,10/1/2006 23:15,cerrillos,tn,,changing,45,45 seconds,White fireball on huge object flying horizonally before changing colors&#44 emitting orange balls of light and evaporating,10/30/2006,35.517491,-86.580447,orange
831,10/1/2006 23:15,denver,co,us,circle,30,30 sec,Large bright white light with evenly spaced smaller lights in trail east of Denver moving northeast&#44 as seen by airline pilot at FL380,10/30/2006,39.7391667,-104.9841667,white
833,10/1/2006 23:15,fairplay,co,us,unknown,30,30 seconds,Six orange lights observed in the sky by three people&#44 moving at constant speed and altitude from south to north.,10/30/2006,39.2247222,-106.0013889,orange
837,10/1/2006 23:15,santa fe,nm,us,light,45,30-45 seconds,about 23:15   sunday&#44 10/1/06--a slow-moving horizontal strip of white light that shown into my room and then truned blue and moved off,10/30/2006,35.6869444,-105.9372222,white
839,10/1/2006 23:17,cascade,co,us,circle,15,15 seconds,I was standing on my deck facing east when I saw orange objects fly from north to south. They appeared to maybe be comets but I cannot,10/30/2006,38.8966667,-104.9716667,orange
840,10/1/2006 23:20,boulder (foothills of),co,us,sphere,6,6 seconds,4 very large bright spherical objects -- one green&#44 the others red or orange -- moving at high speeds upward in linear series,10/30/2006,40.0150000,-105.27,red
849,10/1/2006 23:32,farmington,nm,us,light,14,10 -14 sec,a bright lights traveling very fast with a green tail that exploded into four lights&#33,10/30/2006,36.7280556,-108.2180556,green
852,10/1/2007 00:00,los angeles,ca,us,flash,900,15min,Me and my friend were facing north-west a few minutes after midnight and saw two or maybe four objects flashing bright red and white. T,10/8/2007,34.0522222,-118.2427778,red
859,10/1/2007 17:10,granville,oh,us,sphere,120,2 minutes,Hovering bright white light turns horizontally mid-air and becomes silvery dome-shaped object,11/28/2007,40.0680556,-82.5197222,white
868,10/1/2008 00:00,conway,ar,us,triangle,600,10 minutes,Massive/low/silent black triangle cruises back and forth over downtown Conway,5/15/2013,35.0886111,-92.4419444,black
869,10/1/2008 00:24,kuala lumpur (malaysia),,,disk,300,5mins,A huge &quot;creature&quot; built up with a line of bright line with a red light at the middle top of it&#44 appears in the dark clear Malaysia sky&#33,10/31/2008,3.139003,101.686855,red
873,10/1/2008 06:20,lynchburg,va,us,light,30,30 seconds,I was walking my dog this morning when I saw a very bright orange light approaching from the south.,10/31/2008,37.4136111,-79.1425,orange
881,10/1/2008 20:00,glenrock,wy,us,unknown,1200,several hours,Stationary object just above NE horizon with flashing red&#44 green and white lights.,10/31/2008,42.8613889,-105.8716667,green
897,10/1/2009 08:00,pawtucket,ri,us,cylinder,600,10 minutes,Hovered over Pawtucket&#44 RI and had red flashing lights at the bottom,12/12/2009,41.8786111,-71.3830556,red
902,10/1/2009 20:00,providence,ri,us,disk,300,5 minutes,saucer with red and blue lights over providence&#44 RI,12/12/2009,41.8238889,-71.4133333,red
903,10/1/2009 20:30,beaver,oh,us,light,10800,3 hrs,a white light moving in a circle.,12/12/2009,39.0305556,-82.8244444,white
907,10/1/2010 00:00,delray beach,fl,us,other,180,3 mins.,Bright white light&#44 shimmering green then red,11/21/2010,26.4611111,-80.0730556,white
910,10/1/2010 08:30,middleton,wi,us,other,180,3 minutes ?,Glowing orange barrel-shaped objects in sky over town of Middleton&#44 WI,11/21/2010,43.0972222,-89.5041667,orange
911,10/1/2010 09:30,spotsylvania,va,us,circle,1800,30 minutes,blue&#44 red&#44 green&#44 and bright white light hovering over field near Thornburg Va food lion.,4/3/2011,38.2008333,-77.5894444,white
912,10/1/2010 10:20,sterling heights/utica border,mi,,sphere,300,5 min,5 glowing orange orbs/no sound/ rising in sky and heading south west then dissapearing within 5 min,11/21/2010,43.10729,-75.129221,orange
915,10/1/2010 18:30,strasburg,va,us,cigar,300,5 mins,2 cigar shaped white objects viewed in Shenandoah Valley&#44 VA,11/21/2010,38.9886111,-78.3588889,white
918,10/1/2010 21:00,arlington,wa,us,oval,300,5 minutes,Blue and red jelly bean shaped craft&#44 hovering over Arlington Airport&#44 Washington State.,6/8/2012,48.1988889,-122.1238889,red
924,10/1/2011 00:53,thunder bay (canada),on,ca,other,5,4-5 seconds,0:53 or 12:53 am EST&#44 Saturday October 1st 2011&#44 Thunder Bay&#44 ON&#44 T like figure&#44 4 seconds&#44 dim orange lights&#44 silent  500 Lights On Ob,10/10/2011,48.4,-89.233333,orange
925,10/1/2011 05:30,alligator point,fl,,unknown,7200,2 hours,Bright multicolored object with flashing red&#44 blue&#44 green and white lights&#44 stationary in sky.  ((NUFORC Note:  Twinkling star?  PD)),10/10/2011,29.807988,-84.859352,green
926,10/1/2011 06:00,san benito,tx,us,triangle,10,10 secunds,south texas 1 oct. v shaped silent object traveling south east dim white lights,10/10/2011,26.1322222,-97.6308333,white
927,10/1/2011 09:30,brownwood,tx,us,unknown,1500,25 min,Orange lights with blinking white lights swarming around.,10/10/2011,31.7091667,-98.9908333,white
931,10/1/2011 20:00,linn (outside of),mo,us,unknown,5,5 seconds,Huge green flashing light low to the ground in missouri,5/13/2012,38.4858333,-91.8502778,green
941,10/1/2011 23:00,greenville area,sc,,light,14400,3-4 hrs,Red&#44 blue&#44 white lights seen hovering in the sky in the vicinity of the Anderson/Greenville area. ((NUFORC Note:  Possible star??  PD)),10/10/2011,34.818831,-82.412391,white
942,10/1/2011 23:11,conyers,ga,us,light,3600,an hour or so,I see this almost every night when i go outside at the same time. it is this light that changes from hreen to blue to red.  ((Starr??)),10/10/2011,33.6675000,-84.0177778,blue
946,10/1/2012 01:00,richmond,tx,us,unknown,300,5 minutes,Driving around when me and my friend saw a bright BRIGHT white light from about 2/12 miles away. Started driving towards it it as it ju,10/30/2012,29.5819444,-95.7605556,white
951,10/1/2012 09:00,vinton/roanoke,va,,other,600,10 minutes,5 to 8 orange light  formation in the sky.,10/30/2012,37.280971,-79.896982,orange
959,10/1/2012 20:10,capitola,ca,us,light,60,1 minute,Bright red torch-like object seen ascending rapidly&#44 making a right angle turn&#44 and disappearing from view in Capitola&#44 CA,10/30/2012,36.9752778,-121.9522222,red
963,10/1/2013 03:00,colorado springs,co,us,triangle,5400,90 minutes,Red&#44 blue&#44 white and green high in sky; didn&#39t move.,10/3/2013,38.8338889,-104.8208333,white
964,10/1/2013 06:35,bel air,md,us,flash,4,2-4 seconds,Flashing ball that goes out and continues as a black dot at slower speed then a meteor.,10/3/2013,39.5358333,-76.3486111,black
972,10/1/2013 12:40,lincoln,ri,,light,4,4 seconds,Two white dots crossing paths around Lincoln and Providence RI.,10/3/2013,41.921111,-71.435,white
973,10/1/2013 18:30,boulder,co,us,light,240,3-4 minutes,Three long white crescent shaped moving lights moving in a half circle.,10/3/2013,40.0150000,-105.27,white
974,10/1/2013 19:15,thibodaux,la,us,unknown,300,5 minutes,Very bright white lights 4 all together moving from southeast to west flying low no noise.,10/3/2013,29.7955556,-90.8227778,white
976,10/1/2013 19:25,southwest ranches,fl,us,light,300,5 minutes,Brilliant white light in SW Sky stationary over 7 minutes then vanishes.  Not an airplane&#33,10/3/2013,26.0583333,-80.3375,white
979,10/1/2013 21:40,sneedville,tn,us,circle,90,1-1.5 minutes,Large round bright white light moved away and upward for 1-1.5 min before completely disappearing.,10/3/2013,36.5297222,-83.2175,white
980,10/1/2013 22:10,white lake,mi,us,unknown,900,15 minutes,Two seperate objects far off&#44 with a white light that turned off an on every four or five minutes then disappeared.,10/3/2013,42.6916667,-83.5541667,white
981,10/1/2013 22:30,waterloo,ia,us,triangle,60,1 minute,My girlfriend and I witnessed a bright orange triangular light in the sky.,10/3/2013,42.4927778,-92.3427778,orange
985,10/12/1965 12:00,pittsburgh,pa,us,circle,120,2 minutes,Saucer observed about 500 feet up moving into clear blue sky and flying square corners.,8/7/2007,40.4405556,-79.9961111,blue
986,10/12/1965 13:00,pittsburgh,pa,us,disk,60,1 minute,Low UFO sliding out of a cloud into clear blue sky.,2/14/2008,40.4405556,-79.9961111,blue
995,10/12/1982 05:30,pearlington,ms,us,light,20,20 seconds,While fishing on the east pearl river which seperates la./ms. north of i10 near stennis we saw a white round light just above the trees,12/12/2013,30.2463889,-89.6111111,white
1007,10/12/1997 22:30,chicago,il,us,light,300,5 minutes,Me and my friend were driving back from a Cubs game and we saw a red light in the sky it was moving very fast&#44 then stopped&#44 went back,9/19/2002,41.8500000,-87.65,red
1008,10/12/1997 23:00,franklin,nh,us,other,15,15 seconds,Round green ball-shaped object,8/16/2002,43.4441667,-71.6477778,green
1009,10/12/1998 02:00,miami twp.,oh,,other,1200,20 min.,I work as a security officer and during my outside rounds I observed a white light in the northen sky.  The weather was partly cloudy a,2/16/1999,39.612875,-84.248952,white
